5.307806588666806419e+03,5.345039768545733750e+03,5.364247433326518149e+03,5.388491284185271070e+03,5.405542879158962023e+03,5.421698865959193427e+03,5.441471574477251124e+03,5.477872067749223788e+03,5.494759518286460661e+03,5.526493711624156276e+03,5.544425720269777230e+03,5.564615259971134947e+03,5.592652552643019590e+03,5.605537823498976650e+03,5.640152246020908933e+03,5.679693472805258352e+03,5.721497122674423736e+03,5.767771027455397416e+03,5.822334119503153488e+03,5.820562812121352181e+03,5.854201183835510164e+03,5.994244538166560233e+03
5.309583075009037202e+03,5.327223938494996219e+03,5.358326560863999475e+03,5.382219529586765930e+03,5.393949740812529853e+03,5.400515698578464253e+03,5.419418901608813030e+03,5.439563119377353360e+03,5.452314663783003198e+03,5.471335452733233979e+03,5.491975900026645832e+03,5.507962268023082288e+03,5.525220931134161219e+03,5.549425248919869773e+03,5.572170515770507336e+03,5.598440768414358899e+03,5.631474645214519114e+03,5.671189260871644365e+03,5.733240729791199556e+03,5.784539756585552823e+03,5.817564411115308758e+03,5.922875843614106998e+03
5.277885144592368306e+03,5.307022837719156087e+03,5.327850785744406494e+03,5.358701477463779156e+03,5.364877361376544286e+03,5.372143990649934494e+03,5.388729140940513389e+03,5.412195628180222229e+03,5.421539737778159179e+03,5.432225381419985752e+03,5.449289915088671478e+03,5.464993954885308995e+03,5.475562310907615029e+03,5.497315017731732951e+03,5.510837350447065546e+03,5.538619438255613204e+03,5.573550220410565089e+03,5.605999022808100563e+03,5.651538361809070921e+03,5.705726310598038253e+03,5.782237960330312490e+03,5.860838224577833898e+03
5.267959270462635686e+03,5.280830117074337977e+03,5.300704739758633877e+03,5.312708554903045297e+03,5.335870414936778616e+03,5.356332941741336981e+03,5.374334112891212499e+03,5.389355553415480244e+03,5.401102640443786186e+03,5.416436359229523077e+03,5.424274741987590460e+03,5.433703971789071147e+03,5.444178201026134957e+03,5.463965689348475280e+03,5.476850474153610776e+03,5.499323206688437494e+03,5.532029881881473557e+03,5.568117670736912260e+03,5.608360979065228094e+03,5.656633715798361663e+03,5.730284109889253159e+03,5.781773126437794417e+03
5.243781619506788047e+03,5.262894569662037611e+03,5.290317655655435374e+03,5.307451058460885179e+03,5.329829366148480403e+03,5.351268411753058899e+03,5.352405573378082408e+03,5.373998582318181434e+03,5.391054778101382908e+03,5.402338721737149172e+03,5.415932808760338958e+03,5.415516429562549092e+03,5.423992145165177135e+03,5.433093379097505021e+03,5.445570621318839585e+03,5.469730116275441105e+03,5.498298423899535919e+03,5.530942266357319568e+03,5.567081560597031057e+03,5.615851730435450918e+03,5.687430590440839296e+03,5.770576399137993576e+03
5.248401379345747046e+03,5.249078110293990903e+03,5.279853787075633591e+03,5.299411473940968790e+03,5.310780102375398201e+03,5.337344955251128340e+03,5.357359137152714538e+03,5.366316493153393822e+03,5.386751243010248800e+03,5.392987482744429144e+03,5.398908907357000317e+03,5.412416556526090062e+03,5.408590194314873770e+03,5.414535799787599899e+03,5.433318134464419018e+03,5.449637040618441461e+03,5.473192063520260490e+03,5.506107531014078631e+03,5.535601383368322786e+03,5.585981505526468027e+03,5.650253879987598339e+03,5.681928160469542490e+03
5.232209020551305002e+03,5.235751280556696656e+03,5.267630297544328641e+03,5.282160918752497309e+03,5.297187549183923693e+03,5.326469124344152078e+03,5.362023600707361766e+03,5.377756200369229191e+03,5.393261543912405614e+03,5.397664825208272305e+03,5.394191558832744704e+03,5.407442655766266398e+03,5.402230551227728938e+03,5.412743239085902133e+03,5.420989786358053607e+03,5.436220303354786665e+03,5.454060690288484693e+03,5.477185228368683966e+03,5.506351290979033365e+03,5.559561662819689445e+03,5.587701896191884771e+03,5.626545120397124265e+03
5.230522564622997379e+03,5.245347681943875614e+03,5.263543350869622373e+03,5.273931431944454744e+03,5.300452047828070135e+03,5.335434743018988229e+03,5.354727914873023110e+03,5.391753276018722318e+03,5.400284837575150959e+03,5.410982703442296042e+03,5.411208896355929028e+03,5.421506864151333502e+03,5.410916761505470276e+03,5.409916454299825091e+03,5.415098612630836215e+03,5.426636030504660994e+03,5.439276928383378618e+03,5.454631168699092996e+03,5.485508655482653921e+03,5.532812022484409681e+03,5.563686060905949489e+03,5.605157001121484427e+03
5.232817422229491058e+03,5.245030765020195759e+03,5.257522265422905548e+03,5.286106694722591783e+03,5.312472819820981385e+03,5.349148423551341693e+03,5.364622072791875325e+03,5.398571731686888597e+03,5.416499883613747443e+03,5.421012691118221483e+03,5.418120460758860645e+03,5.429268716148257226e+03,5.420380332034295861e+03,5.418716729795803076e+03,5.415370106888512964e+03,5.426236882511580916e+03,5.436147233377984776e+03,5.450872397586997977e+03,5.476050260466897271e+03,5.509754500656198616e+03,5.548249074508630656e+03,5.589006046290617633e+03
5.234650322509298348e+03,5.248732897624364341e+03,5.272098527038875545e+03,5.301825908629336482e+03,5.322497963385407274e+03,5.356859451478820120e+03,5.393785486296776071e+03,5.415408475435611763e+03,5.438159644882716748e+03,5.448104613010491448e+03,5.444156923464560350e+03,5.443844654544935111e+03,5.435668900143380597e+03,5.437107517207858109e+03,5.430187080827497084e+03,5.428265848455066589e+03,5.441802735158721589e+03,5.451527140443227836e+03,5.477771556701707595e+03,5.502067559039568550e+03,5.538958319386835683e+03,5.571773100571765099e+03
